,Customer Number,Customer Code,Customer Fuel Unique ID,Customer Location Unique ID,Customer Type,Customer Fuel Type,Zone - Fuel,Usable Size,Optimum Delivery - Fuel,K Factor,Previous K Factor,Previous K Factor (2nd),Last DDay,Next DDay,Run Out DDay,Allow Smart K,Smart K Predictability,Smart K Previous Predictability,Recalc K Factor,Baseload,Estimated Delivery - Fuel,Currently in Tank,% Full,Salesperson - Fuel Acct,Customer Segment,Automatic Delivery,K Factor - Winter,K Factor - Summer,K Factor - Fall,K Factor - Spring,PIDCustomerFuel1
,515312,,515312,515312,,,M31H5,247,190,16.65,15.84,17.77,92817,95980,96929,True,0.969,,True,0.00,108,139,100%,,,1,14.23,17.76,17.55,15.35,515312
,102894,,102894,102894,,,M31H5,247,190,9.77,10.71,10.13,54193,56049,56605,True,0.936,,True,0.00,172,75,100%,,,1,8.69,9.71,10.95,10.85,102894
,734158,,734158,734158,,,30H12,247,190,18.95,12.72,12.72,53596,56452,57532,False,,,True,0.00,159,88,35%,,,1,13.60,18.95,18.95,18.95,734158
,730227,,730227,730227,,,M40D1,247,190,12.17,11.60,9.59,54193,56505,57198,True,0.975,,True,0.00,138,109,100%,,,1,10.49,16.24,14.12,13.82,730227
,506761,,506761,506761,,,M31J8,247,190,11.22,13.93,8.67,55552,57683,58322,False,,,True,0.00,29,218,88%,,,1,9.57,13.93,13.93,13.93,506761
,619785,,619785,619785,,,M32G6,495,412,7.77,9.11,5.73,92955,95835,96479,True,,,True,0.00,255,240,48%,,,1,3.23,7.77,6.16,6.16,619785
,971566,,971566,971566,Budget,,M32G6,247,190,4.90,4.41,4.29,54907,55838,56117,True,0.929,0.929,True,0.00,198,49,100%,,,1,4.17,3.10,5.63,5.83,971566
,963688,,963688,963688,,,M32G6,450,375,4.57,4.25,3.86,55687,57400,57742,False,,,True,0.00,42,408,91%,,,1,3.84,4.25,4.00,4.00,963688
,447638,,447638,447638,,,M31K8,247,180,4.34,4.45,4.65,55238,56020,56310,True,0.833,0.833,True,0.00,147,100,100%,,,1,4.48,1.06,6.52,6.52,447638
,799696,,799696,799696,Budget,,M38B5,247,190,8.29,6.70,4.89,93395,94970,95442,True,0.908,0.867,True,0.00,147,100,100%,,,1,4.45,9.13,6.89,7.19,799696
,879467,,879467,879467,Budget,,24C13,247,190,5.72,5.59,5.55,55027,56113,56439,True,0.852,0.852,True,0.00,149,98,100%,,,1,5.40,5.91,5.85,5.65,879467
,301033,,301033,301033,,,32B10,247,190,15.10,15.00,15.00,55229,58067,58927,False,,,True,0.00,45,202,82%,,,1,13.50,15.10,15.00,15.00,301033
,212702,,212702,212702,Budget,,32B10,495,412,3.97,3.61,3.28,94204,95840,96169,False,,,True,0.00,104,391,79%,,,1,3.05,3.61,2.24,2.24,212702
,510530,,510530,510530,,,M33E6,247,190,11.24,10.36,10.08,54754,56889,57529,True,0.899,,True,0.00,100,147,100%,,,1,9.38,15.83,12.75,13.15,510530
,607166,,607166,607166,,,M33E6,247,190,9.15,5.96,6.29,55777,57515,58036,True,,,True,0.00,11,236,96%,,,1,6.75,9.15,8.05,8.05,607166
,523178,,523178,523178,,,M33E6,247,190,8.39,7.08,4.89,93490,95084,95562,True,0.889,0.889,True,0.00,134,113,100%,,,1,4.46,9.36,7.26,7.46,523178
,923470,,923470,923470,,,31G12,247,206,4.51,4.10,3.73,94559,95488,95672,False,,,True,0.00,13,234,94%,,,1,5.62,3.73,4.50,4.50,923470
,856411,,856411,856411,,,M30C9,247,190,3.22,4.00,3.75,55431,56043,56226,True,0.833,,True,0.00,139,108,100%,,,1,3.88,1.07,4.18,4.08,856411
,682166,,682166,682166,,,M32F2,247,190,12.22,13.35,10.62,94498,96819,97515,True,0.94,0.90,True,0.00,10,237,100%,,,1,9.03,14.81,13.37,13.57,682166
,978313,,978313,978313,Budget,,M32A3,247,190,12.33,10.79,8.11,93773,96115,96817,True,0.978,0.87,True,0.00,68,179,100%,,,1,8.79,15.50,12.54,13.14,978313
,485242,,485242,485242,Budget,,M32A3,247,190,9.09,9.34,7.57,94547,96275,96793,True,0.887,0.898,True,0.00,7,240,100%,,,1,7.06,10.80,10.23,10.33,485242
,134318,,134318,134318,Budget,,M32A3,247,190,6.66,6.72,6.67,54824,56090,56469,True,0.859,0.859,True,0.00,158,89,100%,,,1,6.53,2.74,7.63,7.63,134318
,690658,,690658,690658,Budget,,M32C8,247,190,9.52,9.87,8.97,93987,95795,96337,False,,,True,0.00,66,181,73%,,,1,6.07,9.87,7.91,7.91,690658
,714309,,714309,714309,,,P28D1,1080,900,2.06,2.20,2.20,22681,23755,24125,False,,,True,0.00,34269,-33189,"-3,169%",,Trailer Will Fit but Short Truck is OK Delivery,1,2.20,2.06,2.06,2.06,714309
,798101,,798101,798101,Budget,,M33A2,247,190,6.13,5.57,5.06,94198,95362,95711,True,,,True,0.00,68,179,72%,,,1,3.75,5.57,5.06,5.06,798101
,519789,,519789,519789,,,M32H4,247,190,6.01,6.06,5.53,55310,56470,56812,True,,,True,0.00,91,156,63%,,,1,6.77,6.01,5.53,5.53,519789
,303105,,303105,303105,Budget,,P9H5,247,190,8.42,7.89,7.09,55511,57111,57590,True,0.941,0.96,True,0.00,43,204,100%,,,1,6.71,13.34,10.42,10.22,303105
,254674,,254674,254674,,,M33D3,1800,1500,0.24,0.22,0.20,94291,94654,94726,False,,,True,0.00,1358,442,25%,,,1,0.18,0.22,0.18,0.18,254674
,941867,,941867,941867,Budget,,36B13,247,190,13.21,10.77,9.07,93245,95755,96507,True,0.848,0.848,True,0.00,104,143,100%,,,1,8.58,14.92,13.45,13.75,941867
,742372,,742372,742372,Budget,,P9D12,247,190,8.91,9.54,6.28,93987,95680,96187,True,0.854,0.883,True,0.00,71,176,100%,,,1,5.69,11.34,8.92,9.52,742372
,966388,,966388,966388,Budget,,30J13,247,206,6.99,5.28,4.80,55237,56592,56878,True,,,True,0.00,104,143,58%,,,1,5.23,6.99,6.21,6.21,966388
,672250,,672250,672250,,,M30A1,247,190,6.00,5.45,4.95,55461,56606,56948,False,,,True,0.00,69,178,72%,,,1,7.73,6.00,4.50,4.50,672250
,968677,,968677,968677,Budget,,M30J2,247,190,9.08,11.37,7.61,94429,96155,96672,True,0.966,0.968,True,0.00,20,227,100%,,,1,6.85,13.22,9.98,10.99,968677
,927016,,927016,927016,Budget,,M32G3,247,190,9.61,9.56,8.69,93490,95315,95862,False,,,True,0.00,117,130,52%,,,1,6.10,9.56,7.25,7.25,927016
,237240,,237240,237240,Budget,,M32G3,247,190,6.80,5.35,5.09,54982,56065,56452,True,,,True,0.00,162,85,34%,,,1,4.82,6.80,5.85,5.85,237240
,367389,,367389,367389,,,M32G3,247,206,4.95,4.50,4.54,54510,56043,56245,False,,,True,0.00,173,74,30%,,,1,5.83,4.95,4.50,4.50,367389
,56341,,56341,56341,,,M32G3,495,412,4.21,3.83,3.48,93999,95734,96083,False,,,True,0.00,147,348,70%,,,1,3.99,3.83,2.37,2.37,56341
,516132,,516132,516132,,,M32G3,247,190,9.13,7.59,7.63,54824,56558,57078,True,0.958,0.959,True,0.00,115,132,100%,,,1,7.22,12.87,10.74,10.14,516132
,447975,,447975,447975,,,M32G3,247,190,6.57,6.35,4.66,93779,95027,95401,True,0.844,0.844,True,0.00,128,119,100%,,,1,4.00,7.36,5.73,5.93,447975
,827023,,827023,827023,Budget,,M38B4,247,190,8.79,7.30,15.14,54595,56265,56766,True,0.876,0.909,True,0.00,146,101,100%,,,1,6.62,12.58,10.20,10.00,827023
,532957,,532957,532957,,,M32E7,202,168,11.77,17.57,7.77,55134,56861,57261,True,,,True,0.00,84,118,58%,,,1,6.91,11.77,12.55,12.55,532957
,727185,,727185,727185,,,B35H6,247,190,13.79,8.80,8.00,53596,56217,57003,True,0.91,0.91,True,0.00,165,82,100%,,,1,12.87,15.15,14.96,15.16,727185
,638881,,638881,638881,Budget,,M32B3,247,190,8.72,8.07,6.47,55508,57165,57662,True,0.803,0.811,True,0.00,42,205,100%,,,1,6.21,7.64,12.37,12.27,638881
,515200,,515200,515200,,,M32B3,247,190,16.15,14.39,13.08,94348,97416,98336,True,,,True,0.00,16,231,93%,,,1,16.15,16.15,16.15,16.15,515200
,551292,,551292,551292,,,M32J5,247,190,5.19,4.72,6.50,55656,56642,56937,True,,,True,0.00,43,204,83%,,,1,5.07,4.72,4.86,4.86,551292
,17708,,17708,17708,,,B34E6,207,172,12.19,11.08,10.07,94029,96125,96551,False,,,True,0.00,48,159,76%,,,1,7.28,11.08,8.32,8.32,17708
,569738,,569738,569738,Budget,,M31K9,247,190,9.03,8.32,8.00,55431,57147,57661,True,0.908,0.908,True,0.00,49,198,100%,,,1,7.47,13.36,10.66,10.46,569738
,182364,,182364,182364,Budget,,M37K1,247,190,5.58,5.86,5.33,93616,94676,94994,False,,,True,0.00,180,67,27%,,,1,5.27,5.86,4.00,4.00,182364
,637266,,637266,637266,Budget,,30E12,247,190,7.27,8.11,7.16,94399,95780,96194,True,0.854,0.926,True,0.00,30,217,100%,,,1,6.60,8.18,7.74,5.94,637266
,643500,,643500,643500,,,M38E2,247,190,10.62,7.44,7.49,92706,94723,95328,True,0.954,0.954,True,0.00,180,67,100%,,,1,6.11,11.73,9.12,9.32,643500
,122653,,122653,122653,Budget,,M38E2,247,190,6.48,6.62,5.93,55728,56959,57328,True,0.931,0.893,True,0.00,23,224,100%,,,1,5.77,5.24,7.31,7.11,122653
,188450,,188450,188450,,,M33E7,202,168,10.04,9.77,9.26,55399,57085,57426,True,0.891,0.951,True,0.00,47,155,100%,,,1,8.71,4.13,13.02,12.92,188450
,476677,,476677,476677,Budget,,M38F1,247,190,8.78,8.64,8.45,54645,56313,56813,True,0.923,0.942,True,0.00,140,107,100%,,,1,7.81,9.72,9.27,9.47,476677
,174144,,174144,174144,,,M32C1,247,206,4.19,3.81,3.46,54614,55570,55741,False,,,True,0.00,56,191,-13%,,,1,4.69,4.19,4.50,4.50,174144
,375677,,375677,375677,,,M32C1,247,190,9.68,8.96,7.79,93665,95505,96056,True,0.894,0.958,True,0.00,98,149,100%,,,1,7.66,10.29,9.47,9.88,375677
,972905,,972905,972905,,,M32C1,247,190,13.18,8.42,11.80,92199,94704,95455,True,0.927,0.876,True,0.00,183,64,100%,,,1,6.78,16.26,11.72,12.62,972905
,665661,,665661,665661,,,M31D1,247,190,14.13,8.71,8.71,53975,56157,56962,False,,,True,0.00,170,77,31%,,,1,10.62,14.13,14.13,14.13,665661
,119523,,119523,119523,,,M32H1,247,190,15.53,9.68,8.80,54282,57374,58259,True,,,True,0.00,93,154,62%,,,1,17.60,15.53,16.62,16.42,119523
,201677,,201677,201677,,,P18H3,300,250,10.74,14.40,6.96,55102,57057,57594,True,,,True,0.00,140,160,53%,,,1,3.72,10.74,9.11,9.11,201677
,592401,,592401,592401,Budget,,M32A6,297,247,9.11,6.78,6.70,54754,57003,57458,True,0.91,0.91,True,0.00,123,174,100%,,,1,6.26,16.35,12.46,11.46,592401
,807944,,807944,807944,Budget,,M32A6,247,190,11.75,8.61,7.77,93173,95405,96074,True,0.955,0.818,True,0.00,123,124,100%,,,1,8.40,12.65,10.88,10.98,807944
,783578,,783578,783578,,,25D10,247,190,10.06,8.11,6.65,93229,95141,95714,True,0.877,0.884,True,0.00,138,109,100%,,,1,6.23,10.45,9.74,9.74,783578
,720638,,720638,720638,Budget,,25D10,247,190,9.77,10.49,9.54,93376,95232,95788,False,,,True,0.00,127,120,49%,,,1,7.39,10.49,11.22,11.22,720638
,756634,,756634,756634,,,M33C6,247,190,6.04,6.23,6.12,55310,56458,56802,True,0.872,0.872,True,0.00,94,153,100%,,,1,6.51,1.23,8.72,8.62,756634
,787837,,787837,787837,,,M33C6,207,172,8.01,7.63,5.63,93707,95084,95364,True,0.80,0.80,True,0.00,114,93,100%,,,1,5.10,8.33,7.57,7.87,787837
,173167,,173167,173167,,,M33C6,247,190,9.54,8.79,8.63,55015,56827,57370,True,0.964,0.964,True,0.00,90,157,100%,,,1,8.41,11.73,10.57,10.37,173167
,161021,,161021,161021,,,M33C6,247,190,14.64,13.31,12.10,92241,94775,95609,False,,,True,0.00,179,68,28%,,,1,11.61,14.64,11.00,11.00,161021
,459768,,459768,459768,,,28K11,247,206,5.45,4.95,4.50,55852,56973,57196,False,,,True,0.00,5,242,98%,,,1,5.68,4.95,4.50,4.50,459768
,430004,,3430004,430004,,,B28H1,900,750,0.11,0.10,0.09,54774,54785,54801,False,,,True,0.00,9077,-8177,"-1,089%",,,1,0.10,0.11,0.09,0.09,3430004
,285121,,285121,285121,,,M23J7,247,190,8.68,8.41,6.38,94005,95655,96149,True,0.942,0.907,True,0.00,70,177,100%,,,1,6.12,9.81,8.92,9.12,285121
,56888,,56888,56888,,,30J11,247,190,6.56,6.26,5.11,55229,56476,56849,True,0.911,0.911,True,0.00,99,148,100%,,,1,4.82,10.61,8.06,7.86,56888
,588721,,588721,588721,,,30J11,247,190,10.28,7.67,7.21,55728,57681,58266,True,,,True,0.00,14,233,94%,,,1,7.48,10.28,8.98,8.98,588721
,609838,,609838,609838,,,M32B8,247,190,7.36,9.61,9.53,94106,95505,95924,True,0.836,,True,0.00,69,178,100%,,,1,3.87,8.88,7.72,7.72,609838
,797549,,797549,797549,,,M32B8,247,190,16.55,20.00,10.12,55208,58318,59261,False,,,True,0.00,42,205,83%,,,1,14.81,16.55,20.00,20.00,797549
,419133,,419133,419133,Budget,,M32E2,247,190,11.43,8.42,8.18,92817,94989,95640,True,0.957,0.957,True,0.00,157,90,100%,,,1,7.51,12.37,10.14,10.54,419133
,375046,,375046,375046,,,25H12,247,190,17.57,17.28,18.50,55712,59050,60051,False,,,True,0.00,9,238,96%,,,1,16.27,17.28,18.50,18.50,375046
,358791,,358791,358791,,,25H12,247,190,9.65,8.85,14.85,55208,57041,57591,True,0.905,0.905,True,0.00,69,178,100%,,,1,7.96,14.26,11.66,11.26,358791
,338477,,338477,338477,Budget,,25H12,247,190,8.96,6.50,5.28,93078,94780,95290,True,0.803,0.803,True,0.00,172,75,100%,,,1,4.72,9.06,8.54,8.54,338477
,614337,,614337,614337,,,M32D7,247,190,11.62,10.56,9.60,92742,94682,95344,False,,,True,0.00,184,63,25%,,,1,7.24,11.62,8.73,8.73,614337
,741821,,741821,741821,,,25C11,247,190,9.28,9.38,6.87,94242,96005,96533,True,0.921,0.903,True,0.00,40,207,100%,,,1,6.36,12.78,10.22,10.22,741821
,956073,,956073,956073,,,25C11,247,190,12.98,7.45,6.77,91829,94962,95701,False,,,True,0.00,163,84,34%,,,1,9.54,12.98,11.53,11.53,956073
,873705,,873705,873705,,,25C11,247,206,17.00,4.50,4.50,54629,57722,58419,False,,,True,0.00,97,150,60%,,,1,11.52,17.00,4.50,4.50,873705
,63597,,63597,63597,,,M25E8,247,206,12.16,12.08,13.39,55692,58196,58694,False,,,True,0.00,15,232,94%,,,1,9.49,12.08,13.39,13.39,63597
,745603,,745603,745603,Budget,,M31K4,495,412,3.84,3.49,3.17,55168,56897,57215,False,,,True,0.00,147,348,70%,,,1,7.16,3.84,3.17,3.17,745603
,142669,,142669,142669,,,M25D9,247,190,9.10,7.21,5.33,93229,94958,95476,True,,,True,0.00,152,95,38%,,,1,5.49,9.10,7.30,7.30,142669
,440698,,440698,440698,,,M31J4,495,412,8.69,8.70,8.66,92817,96446,97167,False,,,True,0.00,201,294,59%,,,1,10.08,8.69,8.66,8.66,440698
,789251,,789251,789251,,,M31J4,495,412,11.31,3.88,3.88,54754,58031,58969,False,,,True,0.00,221,274,55%,,,1,3.92,11.31,11.31,11.31,789251
,964389,,964389,964389,Budget,,M31J4,247,190,8.19,7.69,5.51,93395,94951,95417,True,0.835,0.835,True,0.00,149,98,100%,,,1,5.02,8.57,7.55,7.75,964389
,955432,,955432,955432,,,32B12,247,190,16.00,8.90,8.90,54161,56288,57200,False,,,True,0.00,164,83,34%,,,1,9.48,16.00,16.00,16.00,955432
,763799,,763799,763799,,,32B12,247,206,5.99,5.61,5.10,93376,94609,94854,True,,,True,0.00,207,40,16%,,Auto Customer wants call prior to delivery,1,3.71,5.61,4.22,4.22,763799
,648397,,648397,648397,Budget,,32B12,200,180,6.22,5.65,5.45,94029,95147,95271,False,,,True,0.00,95,105,53%,,,1,4.50,5.65,4.50,4.50,648397
,1000137,,4950294,1000156,,Normal,Other,250,180,9.57,8.70,7.91,94099,95821,96490,False,,,True,0.00,54,196,78%,,,1,5.96,8.70,5.00,5.00,4950294
,1000176,,4950339,1000200,Budget,Normal,Other,250,180,6.27,5.47,4.57,93689,94818,95256,True,0.889,0.889,True,0.00,148,102,100%,,,1,4.26,6.48,5.12,6.02,4950339
,1000157,,4950316,1000178,,Normal,Other,250,180,10.69,10.99,10.00,55729,57653,58401,False,,,True,0.00,14,236,94%,,,1,7.45,10.99,5.00,5.00,4950316
,1000123,,4950272,1000138,,Normal,Other,250,180,10.00,4.50,4.50,55287,56830,57530,False,,,True,0.00,85,165,66%,,,1,4.39,10.00,5.00,5.00,4950272
,1000125,,4950274,1000140,Budget,Normal,Other,250,180,8.80,11.00,10.00,93665,95249,95865,True,,,True,0.00,108,142,56%,,,1,3.74,11.00,5.00,5.00,4950274
,1000321,,4950537,1000389,,Normal,Other,250,200,5.45,4.95,4.50,54343,56600,56872,False,,,True,0.00,67,183,73%,,,1,8.81,5.45,5.00,5.00,4950537
,1000322,,4950538,1000390,Budget,Normal,Other,250,200,4.95,4.50,4.50,55424,56425,56672,False,,,True,0.00,89,161,64%,,,1,6.06,4.95,5.00,5.00,4950538
,1000323,,4950539,1000391,Budget,Normal,Other,200,160,5.45,4.95,4.50,55692,56563,56781,False,,,True,0.00,34,166,83%,,,1,5.91,4.95,5.00,5.00,4950539
,1000337,,4950557,1000407,,Normal,Other,250,180,7.26,6.60,6.00,93785,95091,95599,False,,,True,0.00,115,135,54%,,,1,7.26,6.60,5.00,5.00,4950557
,1000280,,4950480,1000334,,Normal,Other,250,200,12.48,7.74,6.68,92721,95217,95841,True,0.836,0.836,True,0.00,152,98,100%,,,1,6.14,13.63,12.19,12.19,4950480
,1000282,,4950482,1000336,,Normal,Other,250,200,12.90,4.95,4.50,55424,56439,57084,True,,,True,0.00,156,94,37%,,,1,10.20,12.90,11.65,11.65,4950482
,1000285,,4950486,1000340,Budget,Normal,Other,250,200,16.50,15.00,4.50,93987,97287,98112,False,,,True,0.00,38,212,85%,,,1,7.99,15.00,5.00,5.00,4950486
,1000289,,4950497,1000351,Budget,Normal,Other,250,200,11.05,8.27,7.89,92609,94818,95370,True,0.876,0.876,True,0.00,182,68,100%,,,1,7.42,11.42,11.02,11.02,4950497
,1000292,,4950501,1000354,Budget,Normal,Other,250,200,10.06,12.36,5.45,55431,57444,57947,True,0.856,0.80,True,0.00,44,206,100%,,,1,9.71,8.38,16.94,16.84,4950501
,1000293,,4950504,1000357,,Normal,Other,250,180,8.18,7.46,8.19,55794,57267,57839,True,0.929,0.917,True,0.00,10,240,100%,,,1,8.41,1.38,9.84,9.84,4950504
,1000294,,4950505,1000358,,Normal,Other,250,180,3.60,4.95,4.50,55192,55981,56233,False,,0.965,True,0.00,151,99,39%,,,1,6.92,3.60,9.95,9.55,4950505
,1000296,,4950507,1000360,,Normal,Other,250,200,14.52,12.12,5.45,54510,57414,58140,True,0.85,0.85,True,0.00,94,156,100%,,,1,11.67,24.10,18.03,18.43,4950507
,1000304,,4950515,1000368,,Normal,Other,250,200,4.90,4.52,4.74,55729,56709,56954,False,,,True,0.00,30,220,88%,,,1,5.15,4.52,5.00,5.00,4950515
,1000267,,4950455,1000313,,Normal,Other,500,360,7.39,10.00,4.50,55015,57507,58541,False,,,True,0.00,139,361,72%,,,1,5.46,7.39,5.00,5.00,4950455
,1000275,,4950469,1000325,,Normal,Other,250,200,5.45,4.95,4.50,55399,56508,56780,False,,,True,0.00,84,166,66%,,,1,7.05,5.45,5.00,5.00,4950469
,1000276,,4950470,1000326,Budget,Normal,Other,250,180,8.80,8.00,4.95,94571,96155,96771,False,,,True,0.00,5,245,98%,,,1,7.16,8.00,5.00,5.00,4950470
,1000205,,4950380,1000237,,Normal,Other,250,180,10.31,10.24,9.80,94099,95955,96676,True,0.835,0.812,True,0.00,50,200,100%,,,1,10.06,10.46,10.36,10.16,4950380
,1000258,,4950446,1000304,,Normal,Other,250,180,11.00,11.79,10.72,93559,95539,96309,False,,,True,0.00,96,154,62%,,,1,5.82,11.79,5.00,5.00,4950446
,1000713,,4951001,1000821,,Normal,Other,250,180,4.50,4.50,4.50,0,0,315,False,,,True,0.00,21206,-20956,"-8,383%",,,1,4.50,10.00,5.00,5.00,4951001
,1000640,,4950908,1000741,,Normal,Other,250,180,10.00,4.50,4.50,93090,94805,95505,False,,,True,0.00,161,89,35%,,,1,5.20,10.00,5.00,5.00,4950908
,1000625,,4950891,1000726,,Normal,Other,250,180,10.00,4.50,4.50,0,-113889,-113189,False,,,True,0.00,20724,-20474,"-8,312%",,,1,4.50,10.00,5.00,5.00,4950891
,1000677,,4950948,1000778,,Normal,Other,250,180,7.94,10.00,4.50,93689,95118,95673,False,,,True,0.00,117,133,53%,,,1,4.95,10.00,5.00,5.00,4950948
,1000623,,4950888,1000723,,Normal,Other,250,180,10.00,4.50,4.50,54774,56097,56797,False,,,True,0.00,158,92,37%,,,1,6.00,10.00,5.00,5.00,4950888
,1000608,,4950873,1000708,,Normal,Other,300,220,8.17,10.00,4.50,94297,96094,96747,False,,,True,0.00,39,261,87%,,,1,5.54,10.00,5.00,5.00,4950873
,1000598,,4950863,1000698,,Normal,Other,250,180,10.00,4.50,4.50,54683,55945,56645,False,,,True,0.00,173,77,30%,,,1,6.00,10.00,5.00,5.00,4950863
,1000600,,4950865,1000700,,Normal,Other,250,180,11.00,10.00,4.50,55728,57708,58478,False,,,True,0.00,13,237,94%,,,1,5.45,10.00,5.00,5.00,4950865
,1000602,,4950867,1000702,,Normal,Other,250,180,8.42,10.00,4.50,55728,57243,57832,False,,,True,0.00,18,232,93%,,,1,5.38,10.00,5.00,5.00,4950867
,1000575,,4950836,1000671,,Normal,Other,250,180,5.45,4.95,4.50,94297,95277,95658,False,,,True,0.00,59,191,76%,,,1,6.00,4.50,5.00,5.00,4950836
,1000566,,4950823,1000658,,Normal,Other,250,180,6.00,5.45,4.95,94513,95592,96012,False,,,True,0.00,18,232,93%,,,1,5.45,6.25,5.00,5.00,4950823
,1000562,,4950818,1000654,,Normal,Other,250,180,5.45,4.95,4.50,55701,56681,57062,False,,,True,0.00,33,217,87%,,,1,4.50,4.95,5.00,5.00,4950818
,1000543,,4950797,1000635,,Normal,Other,200,150,4.95,4.50,4.50,55354,56086,56333,False,,,True,0.00,108,92,46%,,,1,4.63,4.95,5.00,5.00,4950797
,1000535,,4950789,1000627,Budget,Normal,Other,250,180,5.45,4.95,4.50,93689,94669,95050,False,,,True,0.00,171,79,32%,,,1,5.65,4.95,5.00,5.00,4950789
,1000509,,4950761,1000599,,Normal,Other,250,180,4.95,4.50,4.50,55114,56045,56391,False,,,True,0.00,146,104,41%,,,1,5.55,4.95,5.00,5.00,4950761
,1000513,,4950765,1000603,,Normal,Other,250,180,5.35,4.95,4.50,55712,56675,57049,False,,,True,0.00,31,219,88%,,,1,4.68,4.95,5.00,5.00,4950765
,1000507,,4950759,1000597,Budget,Normal,Other,250,180,5.45,4.95,4.50,94090,95070,95451,False,,,True,0.00,97,153,61%,,,1,4.95,4.95,5.00,5.00,4950759
,1000488,,4950738,1000578,,Normal,Other,250,180,5.45,4.95,4.50,94035,95015,95396,False,,,True,0.00,107,143,57%,,,1,4.95,4.95,5.00,5.00,4950738
,1000491,,4950741,1000581,,Normal,Other,250,180,8.00,4.50,4.50,55134,56574,57134,False,,,True,0.00,93,157,63%,,,1,8.00,10.00,5.00,5.00,4950741
,1000496,,4950747,1000586,,Normal,Other,250,180,11.00,4.50,4.50,54664,56644,57414,False,,,True,0.00,110,140,56%,,,1,10.00,11.00,5.00,5.00,4950747
,1000501,,4950753,1000591,,Normal,Other,250,180,6.00,5.45,4.95,94212,95291,95711,False,,,True,0.00,68,182,73%,,,1,6.00,4.95,5.00,5.00,4950753
,1000502,,4950754,1000592,Budget,Normal,Other,250,180,8.00,4.95,4.50,93550,94990,95550,False,,,True,0.00,133,117,46%,,,1,8.00,8.00,5.00,5.00,4950754
,1000343,,4950563,1000413,,Normal,Other,250,180,12.41,10.01,8.17,93422,95655,96523,True,0.907,0.905,True,0.00,96,154,100%,,,1,7.10,15.42,11.91,12.21,4950563
,1000354,,4950574,1000424,,Normal,Other,250,180,8.83,12.52,4.95,55728,57317,57935,True,0.907,,True,0.00,17,233,100%,,,1,8.09,10.96,9.68,9.88,4950574
,1000355,,4950575,1000425,Budget,Normal,Other,250,180,7.26,6.60,6.00,55551,56858,57366,True,,,True,0.00,45,205,82%,,,1,5.79,6.60,5.00,5.00,4950575
,1000473,,4950722,1000563,,Normal,Other,250,180,5.45,4.95,4.50,55508,56489,56870,False,,,True,0.00,68,182,73%,,,1,8.27,4.95,5.00,5.00,4950722
,1000475,,4950724,1000565,,Normal,Other,250,180,6.00,4.50,4.50,55001,56056,56476,False,,,True,0.00,150,100,40%,,,1,5.72,6.00,5.00,5.00,4950724
,1000479,,4950728,1000569,,Normal,Other,250,180,8.80,8.00,4.50,94559,96143,96759,False,,,True,0.00,6,244,97%,,,1,7.14,8.00,5.00,5.00,4950728
,1000481,,4950730,1000571,,Normal,Other,500,360,4.95,4.50,4.50,55826,57608,58301,False,,,True,0.00,10,490,98%,,,1,4.50,4.50,5.00,5.00,4950730
,1000407,,4950645,1000490,Budget,Normal,Other,250,180,7.38,7.56,10.00,55692,57020,57536,False,,,True,0.00,25,225,90%,,,1,6.25,7.56,5.00,5.00,4950645
,1000758,,4951054,1000870,,Normal,Other,250,180,11.00,4.95,4.50,93347,95327,96097,False,,,True,0.00,115,135,54%,,,1,10.00,11.00,5.00,5.00,4951054
,1000755,,4951051,1000867,,Normal,Other,250,180,4.50,4.50,4.50,0,56492,56807,False,,,True,0.00,44,206,82%,,,1,4.50,10.00,5.00,5.00,4951051
,1000735,,4951031,1000847,,Normal,Other,300,220,4.50,4.50,4.50,0,0,360,False,,,True,0.00,12637,-12337,"-4,113%",,,1,4.50,10.00,5.00,5.00,4951031
,1000722,,4951014,1000832,,Normal,Other,250,180,4.95,4.50,4.50,94005,94896,95242,False,,,True,0.00,124,126,50%,,,1,4.50,10.00,5.00,5.00,4951014
,1000723,,4951015,1000833,,Normal,Other,250,180,4.50,4.50,4.50,0,0,315,False,,,True,0.00,12597,-12347,"-4,939%",,,1,4.50,10.00,5.00,5.00,4951015
,1000724,,4951016,1000834,,Normal,Other,250,180,4.95,4.50,4.50,94297,95188,95534,False,,,True,0.00,65,185,74%,,,1,4.50,10.00,5.00,5.00,4951016